sentence,emotion,cleaned_text
I fear something bad might happen tonight maybe.,fear,i fear something bad might happen tonight maybe.
My sister just announced she's getting married today.,surprise,my sister just announced she's getting married today.
I'm surprised at how easy that test was today.,surprise,i'm surprised at how easy that test was today.
My sister just told me she's moving away,surprise,my sister just told me she's moving away
Today was just one of those days I guess,sadness,today was just one of those days i guess
I'm really happy we're in this together always.,love,i'm really happy we're in this together always.
I'm extremely annoyed at myself for forgetting that.,anger,i'm extremely annoyed at myself for forgetting that.
This is the worst day of my life,anger,this is the worst day of my life
This assignment was way more work than necessary,anger,this assignment was way more work than necessary
That news came totally out of nowhere for me.,surprise,that news came totally out of nowhere for me.
My sister got engaged and I'm totally surprised.,surprise,my sister got engaged and i'm totally surprised.
This dark room is making me a little scared.,fear,this dark room is making me a little scared.
This is a pleasant surprise for me right now.,surprise,this is a pleasant surprise for me right now.
Today is just not going my way at all,sadness,today is just not going my way at all
Today's traffic is surprisingly not that bad.,surprise,today's traffic is surprisingly not that bad.
I've never been so scared in my life,fear,i've never been so scared in my life
Slightly thrilled for my sister's wedding this weekend somehow.,happiness,slightly thrilled for my sister's wedding this weekend somehow.
My mom's health is making me worried sick these days,fear,my mom's health is making me worried sick these days
Her smile was literally the most radiant thing ever.,happiness,her smile was literally the most radiant thing ever.
He makes every single day brighter just by existing,love,he makes every single day brighter just by existing
Today was just one of those days you know?,sadness,today was just one of those days you know?
My heart is heavy thinking about this situation.,sadness,my heart is heavy thinking about this situation.
My heart is totally overflowing with joyful warm feelings.,happiness,my heart is totally overflowing with joyful warm feelings.
I'm a bit scared about trying this new adventure sport.,fear,i'm a bit scared about trying this new adventure sport.
"Ugh, I hate everything about this situation right now.",anger,"ugh, i hate everything about this situation right now."
I'm so sad I can barely hold back tears.,sadness,i'm so sad i can barely hold back tears.
Felt rather happy when I saw the sunrise today.,happiness,felt rather happy when i saw the sunrise today.
"You mean everything to me, seriously everything.",love,"you mean everything to me, seriously everything."
I'm really shocked he actually called me back.,surprise,i'm really shocked he actually called me back.
Being with you feels like my happy place always.,love,being with you feels like my happy place always.
I feel kinda left out of my friends' plans.,sadness,i feel kinda left out of my friends' plans.
This project is stressing me out big time already,anger,this project is stressing me out big time already
I feel like I've lost my best friend forever.,sadness,i feel like i've lost my best friend forever.
I'm seriously having a panic attack right now,fear,i'm seriously having a panic attack right now
Being alone at night freaks me out so much,fear,being alone at night freaks me out so much
I feel upset about how things went down yesterday.,anger,i feel upset about how things went down yesterday.
This party is definitely going to be amazing tonight.,happiness,this party is definitely going to be amazing tonight.
I'm falling for you more each day slowly.,love,i'm falling for you more each day slowly.
"My anxiety is through the roof, can't calm down.",fear,"my anxiety is through the roof, can't calm down."
This situation is really pissing me off right now.,anger,this situation is really pissing me off right now.
.I feel like everything is going wrong lately somehow.,sadness,.i feel like everything is going wrong lately somehow.
I'm stressing about what others will think of me,fear,i'm stressing about what others will think of me
I'm having a bit of a rough morning.,sadness,i'm having a bit of a rough morning.
I'm actually really enjoying this new TV show.,surprise,i'm actually really enjoying this new tv show.
This news is completely blowing my mind!,surprise,this news is completely blowing my mind!
This gift is really unexpected and nice though.,surprise,this gift is really unexpected and nice though.
